# LAMMPS data file written by OVITO
4320 atoms
2 atom types
-16.1598797 22.6238346 xlo xhi
-16.1598797 22.6238346 ylo yhi
-22.446928 33.6703949 zlo zhi

Atoms # atomic

1 1 -16.1598797 -16.1598797 -18.566639
2 1 -14.5438919 -14.5438919 -20.7154846
3 1 -14.5438919 -14.5438919 -12.9549074
4 1 -16.1598797 -16.1598797 -15.1037521
5 2 -16.1598797 -16.1598797 -22.446928
6 2 -14.5438919 -14.5438919 -16.8351956
7 1 -16.1598797 -16.1598797 -7.3431759
8 1 -14.5438919 -14.5438919 -9.4920206
9 1 -14.5438919 -14.5438919 -1.7314434
10 1 -16.1598797 -16.1598797 -3.8802882
11 2 -16.1598797 -16.1598797 -11.223464
12 2 -14.5438919 -14.5438919 -5.611732
13 1 -16.1598797 -16.1598797 3.8802884
14 1 -14.5438919 -14.5438919 1.7314438
15 1 -14.5438919 -14.5438919 9.4920206
16 1 -16.1598797 -16.1598797 7.3431759
17 2 -16.1598797 -16.1598797 0.0
18 2 -14.5438919 -14.5438919 5.611732
19 1 -16.1598797 -16.1598797 15.1037521
20 1 -14.5438919 -14.5438919 12.9549074
21 1 -14.5438919 -14.5438919 20.7154846
22 1 -16.1598797 -16.1598797 18.566639
23 2 -16.1598797 -16.1598797 11.223464
24 2 -14.5438919 -14.5438919 16.8351956
25 1 -16.1598797 -16.1598797 26.3272171
26 1 -14.5438919 -14.5438919 24.1783714
27 1 -14.5438919 -14.5438919 31.9389496
28 1 -16.1598797 -16.1598797 29.7901039
29 2 -16.1598797 -16.1598797 22.446928
30 2 -14.5438919 -14.5438919 28.0586605
31 1 -16.1598797 -12.9279042 -18.566639
32 1 -14.5438919 -11.3119164 -20.7154846
33 1 -14.5438919 -11.3119164 -12.9549074
34 1 -16.1598797 -12.9279042 -15.1037521
35 2 -16.1598797 -12.9279042 -22.446928
36 2 -14.5438919 -11.3119164 -16.8351956
37 1 -16.1598797 -12.9279042 -7.3431759
38 1 -14.5438919 -11.3119164 -9.4920206
39 1 -14.5438919 -11.3119164 -1.7314434
40 1 -16.1598797 -12.9279042 -3.8802882
41 2 -16.1598797 -12.9279042 -11.223464
42 2 -14.5438919 -11.3119164 -5.611732
43 1 -16.1598797 -12.9279042 3.8802884
44 1 -14.5438919 -11.3119164 1.7314438
45 1 -14.5438919 -11.3119164 9.4920206
46 1 -16.1598797 -12.9279042 7.3431759
47 2 -16.1598797 -12.9279042 0.0
48 2 -14.5438919 -11.3119164 5.611732
49 1 -16.1598797 -12.9279042 15.1037521
50 1 -14.5438919 -11.3119164 12.9549074
51 1 -14.5438919 -11.3119164 20.7154846
52 1 -16.1598797 -12.9279042 18.566639
53 2 -16.1598797 -12.9279042 11.223464
54 2 -14.5438919 -11.3119164 16.8351956
55 1 -16.1598797 -12.9279042 26.3272171
56 1 -14.5438919 -11.3119164 24.1783714
57 1 -14.5438919 -11.3119164 31.9389496
58 1 -16.1598797 -12.9279042 29.7901039
59 2 -16.1598797 -12.9279042 22.446928
60 2 -14.5438919 -11.3119164 28.0586605
61 1 -16.1598797 -9.6959286 -18.566639
62 1 -14.5438919 -8.0799408 -20.7154846
63 1 -14.5438919 -8.0799408 -12.9549074
64 1 -16.1598797 -9.6959286 -15.1037521
65 2 -16.1598797 -9.6959286 -22.446928
66 2 -14.5438919 -8.0799408 -16.8351956
67 1 -16.1598797 -9.6959286 -7.3431759
68 1 -14.5438919 -8.0799408 -9.4920206
69 1 -14.5438919 -8.0799408 -1.7314434
70 1 -16.1598797 -9.6959286 -3.8802882
71 2 -16.1598797 -9.6959286 -11.223464
72 2 -14.5438919 -8.0799408 -5.611732
73 1 -16.1598797 -9.6959286 3.8802884
74 1 -14.5438919 -8.0799408 1.7314438
75 1 -14.5438919 -8.0799408 9.4920206
76 1 -16.1598797 -9.6959286 7.3431759
77 2 -16.1598797 -9.6959286 0.0
78 2 -14.5438919 -8.0799408 5.611732
79 1 -16.1598797 -9.6959286 15.1037521
80 1 -14.5438919 -8.0799408 12.9549074
81 1 -14.5438919 -8.0799408 20.7154846
82 1 -16.1598797 -9.6959286 18.566639
83 2 -16.1598797 -9.6959286 11.223464
84 2 -14.5438919 -8.0799408 16.8351956
85 1 -16.1598797 -9.6959286 26.3272171
86 1 -14.5438919 -8.0799408 24.1783714
87 1 -14.5438919 -8.0799408 31.9389496
88 1 -16.1598797 -9.6959286 29.7901039
89 2 -16.1598797 -9.6959286 22.446928
90 2 -14.5438919 -8.0799408 28.0586605
91 1 -16.1598797 -6.4639521 -18.566639
92 1 -14.5438919 -4.8479644 -20.7154846
93 1 -14.5438919 -4.8479644 -12.9549074
94 1 -16.1598797 -6.4639521 -15.1037521
95 2 -16.1598797 -6.4639521 -22.446928
96 2 -14.5438919 -4.8479644 -16.8351956
97 1 -16.1598797 -6.4639521 -7.3431759
98 1 -14.5438919 -4.8479644 -9.4920206
99 1 -14.5438919 -4.8479644 -1.7314434
100 1 -16.1598797 -6.4639521 -3.8802882
101 2 -16.1598797 -6.4639521 -11.223464
102 2 -14.5438919 -4.8479644 -5.611732
103 1 -16.1598797 -6.4639521 3.8802884
104 1 -14.5438919 -4.8479644 1.7314438
105 1 -14.5438919 -4.8479644 9.4920206
106 1 -16.1598797 -6.4639521 7.3431759
107 2 -16.1598797 -6.4639521 0.0
108 2 -14.5438919 -4.8479644 5.611732
109 1 -16.1598797 -6.4639521 15.1037521
110 1 -14.5438919 -4.8479644 12.9549074
111 1 -14.5438919 -4.8479644 20.7154846
112 1 -16.1598797 -6.4639521 18.566639
113 2 -16.1598797 -6.4639521 11.223464
114 2 -14.5438919 -4.8479644 16.8351956
115 1 -16.1598797 -6.4639521 26.3272171
116 1 -14.5438919 -4.8479644 24.1783714
117 1 -14.5438919 -4.8479644 31.9389496
118 1 -16.1598797 -6.4639521 29.7901039
119 2 -16.1598797 -6.4639521 22.446928
120 2 -14.5438919 -4.8479644 28.0586605
121 1 -16.1598797 -3.231976 -18.566639
122 1 -14.5438919 -1.615988 -20.7154846
123 1 -14.5438919 -1.615988 -12.9549074
124 1 -16.1598797 -3.231976 -15.1037521
125 2 -16.1598797 -3.231976 -22.446928
126 2 -14.5438919 -1.615988 -16.8351956
127 1 -16.1598797 -3.231976 -7.3431759
128 1 -14.5438919 -1.615988 -9.4920206
129 1 -14.5438919 -1.615988 -1.7314434
130 1 -16.1598797 -3.231976 -3.8802882
131 2 -16.1598797 -3.231976 -11.223464
132 2 -14.5438919 -1.615988 -5.611732
133 1 -16.1598797 -3.231976 3.8802884
134 1 -14.5438919 -1.615988 1.7314438
135 1 -14.5438919 -1.615988 9.4920206
136 1 -16.1598797 -3.231976 7.3431759
137 2 -16.1598797 -3.231976 0.0
138 2 -14.5438919 -1.615988 5.611732
139 1 -16.1598797 -3.231976 15.1037521
140 1 -14.5438919 -1.615988 12.9549074
141 1 -14.5438919 -1.615988 20.7154846
142 1 -16.1598797 -3.231976 18.566639
143 2 -16.1598797 -3.231976 11.223464
144 2 -14.5438919 -1.615988 16.8351956
145 1 -16.1598797 -3.231976 26.3272171
146 1 -14.5438919 -1.615988 24.1783714
147 1 -14.5438919 -1.615988 31.9389496
148 1 -16.1598797 -3.231976 29.7901039
149 2 -16.1598797 -3.231976 22.446928
150 2 -14.5438919 -1.615988 28.0586605
151 1 -16.1598797 0.0 -18.566639
152 1 -14.5438919 1.615988 -20.7154846
153 1 -14.5438919 1.615988 -12.9549074
154 1 -16.1598797 0.0 -15.1037521
155 2 -16.1598797 0.0 -22.446928
156 2 -14.5438919 1.615988 -16.8351956
157 1 -16.1598797 0.0 -7.3431759
158 1 -14.5438919 1.615988 -9.4920206
159 1 -14.5438919 1.615988 -1.7314434
160 1 -16.1598797 0.0 -3.8802882
161 2 -16.1598797 0.0 -11.223464
162 2 -14.5438919 1.615988 -5.611732
163 1 -16.1598797 0.0 3.8802884
164 1 -14.5438919 1.615988 1.7314438
165 1 -14.5438919 1.615988 9.4920206
166 1 -16.1598797 0.0 7.3431759
167 2 -16.1598797 0.0 0.0
168 2 -14.5438919 1.615988 5.611732
169 1 -16.1598797 0.0 15.1037521
170 1 -14.5438919 1.615988 12.9549074
171 1 -14.5438919 1.615988 20.7154846
172 1 -16.1598797 0.0 18.566639
173 2 -16.1598797 0.0 11.223464
174 2 -14.5438919 1.615988 16.8351956
175 1 -16.1598797 0.0 26.3272171
176 1 -14.5438919 1.615988 24.1783714
177 1 -14.5438919 1.615988 31.9389496
178 1 -16.1598797 0.0 29.7901039
179 2 -16.1598797 0.0 22.446928
180 2 -14.5438919 1.615988 28.0586605
181 1 -16.1598797 3.231976 -18.566639
182 1 -14.5438919 4.8479644 -20.7154846
183 1 -14.5438919 4.8479644 -12.9549074
184 1 -16.1598797 3.231976 -15.1037521
185 2 -16.1598797 3.231976 -22.446928
186 2 -14.5438919 4.8479644 -16.8351956
187 1 -16.1598797 3.231976 -7.3431759
188 1 -14.5438919 4.8479644 -9.4920206
189 1 -14.5438919 4.8479644 -1.7314434
190 1 -16.1598797 3.231976 -3.8802882
191 2 -16.1598797 3.231976 -11.223464
192 2 -14.5438919 4.8479644 -5.611732
193 1 -16.1598797 3.231976 3.8802884
194 1 -14.5438919 4.8479644 1.7314438
195 1 -14.5438919 4.8479644 9.4920206
196 1 -16.1598797 3.231976 7.3431759
197 2 -16.1598797 3.231976 0.0
198 2 -14.5438919 4.8479644 5.611732
199 1 -16.1598797 3.231976 15.1037521
200 1 -14.5438919 4.8479644 12.9549074
201 1 -14.5438919 4.8479644 20.7154846
202 1 -16.1598797 3.231976 18.566639
203 2 -16.1598797 3.231976 11.223464
204 2 -14.5438919 4.8479644 16.8351956
205 1 -16.1598797 3.231976 26.3272171
206 1 -14.5438919 4.8479644 24.1783714
207 1 -14.5438919 4.8479644 31.9389496
208 1 -16.1598797 3.231976 29.7901039
209 2 -16.1598797 3.231976 22.446928
210 2 -14.5438919 4.8479644 28.0586605
211 1 -16.1598797 6.4639521 -18.566639
212 1 -14.5438919 8.0799398 -20.7154846
213 1 -14.5438919 8.0799398 -12.9549074
214 1 -16.1598797 6.4639521 -15.1037521
215 2 -16.1598797 6.4639521 -22.446928
216 2 -14.5438919 8.0799398 -16.8351956
217 1 -16.1598797 6.4639521 -7.3431759
218 1 -14.5438919 8.0799398 -9.4920206
219 1 -14.5438919 8.0799398 -1.7314434
220 1 -16.1598797 6.4639521 -3.8802882
221 2 -16.1598797 6.4639521 -11.223464
222 2 -14.5438919 8.0799398 -5.611732
223 1 -16.1598797 6.4639521 3.8802884
224 1 -14.5438919 8.0799398 1.7314438
225 1 -14.5438919 8.0799398 9.4920206
226 1 -16.1598797 6.4639521 7.3431759
227 2 -16.1598797 6.4639521 0.0
228 2 -14.5438919 8.0799398 5.611732
229 1 -16.1598797 6.4639521 15.1037521
230 1 -14.5438919 8.0799398 12.9549074
231 1 -14.5438919 8.0799398 20.7154846
232 1 -16.1598797 6.4639521 18.566639
233 2 -16.1598797 6.4639521 11.223464
234 2 -14.5438919 8.0799398 16.8351956
235 1 -16.1598797 6.4639521 26.3272171
236 1 -14.5438919 8.0799398 24.1783714
237 1 -14.5438919 8.0799398 31.9389496
238 1 -16.1598797 6.4639521 29.7901039
239 2 -16.1598797 6.4639521 22.446928
240 2 -14.5438919 8.0799398 28.0586605
241 1 -16.1598797 9.6959286 -18.566639
242 1 -14.5438919 11.3119164 -20.7154846
243 1 -14.5438919 11.3119164 -12.9549074
244 1 -16.1598797 9.6959286 -15.1037521
245 2 -16.1598797 9.6959286 -22.446928
246 2 -14.5438919 11.3119164 -16.8351956
247 1 -16.1598797 9.6959286 -7.3431759
248 1 -14.5438919 11.3119164 -9.4920206
249 1 -14.5438919 11.3119164 -1.7314434
250 1 -16.1598797 9.6959286 -3.8802882
251 2 -16.1598797 9.6959286 -11.223464
252 2 -14.5438919 11.3119164 -5.611732
253 1 -16.1598797 9.6959286 3.8802884
254 1 -14.5438919 11.3119164 1.7314438
255 1 -14.5438919 11.3119164 9.4920206
256 1 -16.1598797 9.6959286 7.3431759
257 2 -16.1598797 9.6959286 0.0
258 2 -14.5438919 11.3119164 5.611732
259 1 -16.1598797 9.6959286 15.1037521
260 1 -14.5438919 11.3119164 12.9549074
261 1 -14.5438919 11.3119164 20.7154846
262 1 -16.1598797 9.6959286 18.566639
263 2 -16.1598797 9.6959286 11.223464
264 2 -14.5438919 11.3119164 16.8351956
265 1 -16.1598797 9.6959286 26.3272171
266 1 -14.5438919 11.3119164 24.1783714
267 1 -14.5438919 11.3119164 31.9389496
268 1 -16.1598797 9.6959286 29.7901039
269 2 -16.1598797 9.6959286 22.446928
270 2 -14.5438919 11.3119164 28.0586605
271 1 -16.1598797 12.9279042 -18.566639
